,Tweets,Length,Date,Source,Favourites,RTs,Username,id_str,in_reply_to_user_id,user_id,isRT,tco,Language,Month,Quarter
33723,"This is not just a moment to express outrage — it's a moment to do something about it and create real reform &amp; real change.

In partnership with @AndreaSCousins and @CarlHeastie we will pass major criminal justice reforms this week.

NY will not let this moment pass unanswered.",282,2020-06-09 15:41:29,Twitter Web App,3325,491,NYGovCuomo,1.270380502915129e+18,,232268199.0,False,,en,June,Q2
7915,"For those of you struggling with your mental health, I have one message: Your mental health matters and it’s OK to reach out for help.
 
I launched Reach Out PA to improve mental health care, combat stigma, and increase supports.",253,2020-03-05 12:37:45,Twitter Web App,259,96,GovernorTomWolf,1.23554502957944e+18,,2978837542.0,False,https://t.co/xEv4BnHXIK,en,March,Q1
11644,"As the weather gets warmer, and as folks partake in the #HomeHikeChallenge, it's important we take time to educate ourselves on Lyme Disease and take steps to prevent tick bites. Check out  to learn how you can protect and prevent yourself from ticks.",298,2020-05-26 19:30:19,Twitter Web App,56,16,GovChrisSununu,1.2653646626500526e+18,,8.162821207672914e+17,False,https://t.co/lJniqzgCxx,en,May,Q2
16959,"COVID-19 has created a lot of uncertainty as many are sent home. Allowing our counties, cities, and schools to pay their employees will help them weather this storm. Honored to sign HB 1647 today to ensure our workers at the local level are taken care of during this outbreak.",300,2020-03-20 01:54:09,Twitter for iPhone,209,40,tatereeves,1.2408188829543465e+18,,259341329.0,False,https://t.co/5q03e4ZYf3,en,March,Q1
27532,"Congratulations, @DrPanch! @ASU @NSF",60,2020-06-18 22:58:31,Twitter Web App,59,8,dougducey,1.2737519780996588e+18,,20217019.0,False,https://t.co/t13zs0MxIQ,en,June,Q2
692,"Arcadia Mobile Market at Deanwood Rec Center has received their waiver to continue operating after submitting an approved application and social distancing plan that helps keep residents safe.

We encourage farmers’ markets to submit their applications at .",304,2020-04-10 16:33:40,Twitter Web App,21,14,MayorBowser,1.2486503669519442e+18,,976542720.0,False,https://t.co/6R472Ogfle,en,April,Q2
13833,"Juneteenth is the oldest known celebration of the ending of slavery in the United States and it is a celebration of freedom, justice, and equality for all Americans. #HappyJuneteenth2020",210,2020-06-19 18:16:14,Twitter Web App,117,23,GovRicketts,1.2740433260444836e+18,,2891165960.0,False,https://t.co/VtVG8xjIka,en,June,Q2
11307,"✅ SB 3 passes the Senate Education Committee with unanimous support! Investing in the health and wellbeing of New Mexico children isn't just the right thing to do – it's essential for our state's economic future.
#EarlyChildhoodTrustFund #ECTF #NMgov #NMleg",281,2020-01-27 17:20:55,Twitter Web App,45,11,GovMLG,1.2218455558752133e+18,,1.0700837068224388e+18,False,https://t.co/S70lcxmoXB,en,January,Q1
32099,"Over the last six years, we’ve changed the relationship between the NYPD and the community. We CANNOT slide backwards. We will have a reset when it comes to COVID-19 enforcement.",178,2020-05-15 18:42:35,Twitter Web App,168,19,NYCMayor,1.26136638364169e+18,,19834403.0,False,,en,May,Q2
39856,@RGSfanofyours I certainly do.,78,2020-06-13 14:53:47,Twitter for iPhone,0,0,joshmatlow,1.2718180505563464e+18,7.320378360404746e+17,15844405.0,False,https://t.co/kOTP4oAxue,en,June,Q2
4538,"(2/3) As we look even further ahead, I strongly believe it’s incentives, not penalties, which will help us transition more quickly... My budget will propose more incentives and a greater focus on affordable, clean energy... #VTSOTS",231,2020-01-09 19:49:16,Twitter Web App,7,2,GovPhilScott,1.2153599061754716e+18,545107258.0,545107258.0,False,,en,January,Q1
26065,I’ll be on @foxnewsnight w/@ShannonBream at 10pm CT to discuss the news of the day. Tune in!,92,2020-01-21 02:41:27,Twitter Web App,53,5,AsaHutchinson,1.2194499023480955e+18,,269992801.0,False,,en,January,Q1
24490,"For more info on the Reopen Connecticut Advisory Group, check out this link:",100,2020-04-13 21:53:46,Twitter Web App,45,10,govnedlamont,1.2498180861418332e+18,1.0762939037232332e+18,1.0762939037232332e+18,False,https://t.co/tnCZHM6x4A,en,April,Q2
29486,,23,2020-04-03 16:32:34,Twitter for iPhone,22560,3091,aoc,1.2461133731185009e+18,138203134.0,138203134.0,False,https://t.co/ju0Xg9UYh8,en,April,Q2
18290,"The Governor also shared new reopening guidelines for child care, bars, other businesses",136,2020-05-21 23:11:08,Twitter Web App,137,23,GovAndyBeshear,1.2636082924856156e+18,,1.1925498228652974e+18,False,https://t.co/vR2bboRAx2,en,May,Q2
15938,"This state means so much to me. There are 6 million of us that call Missouri home. 

We live in small towns and large cities, and our diversity is one of the greatest advantages we have as a state.",197,2020-04-03 22:05:39,Twitter Web App,54,4,GovParsonMO,1.2461971977603236e+18,1.0036723207818076e+18,1.0036723207818076e+18,False,,en,April,Q2
26040,I’m grateful for the well-deserved recognition given in the #SOTU to our men &amp; women serving in the military overseas. I’m glad they were honored last night by @realDonaldTrump.,181,2020-02-05 15:51:57,Twitter Web App,59,5,AsaHutchinson,1.2250846554073334e+18,,269992801.0,False,,en,February,Q1
44358,,0,2020-05-07 23:56,Twitter for iPhone,85580,20286,realDonaldTrump,1.26e+18,,,False,https://t.co/gQf2WFmQiC,en,May,Q2
35347,@VelvetDuke We need to sort out a solution and are trying to make it happen. Thanks for writing to let us know.,111,2020-06-27 16:08:31,Twitter for Android,2,0,kristynwongtam,1.2769102891333714e+18,908425590.0,20452161.0,False,,en,June,Q2
3078,"Some good news: This graph shows diagnosed cases statewide over the last couple of weeks. We think our actions have started to bend the curve in our hardest hit counties.

But this only matters if we stay committed to these efforts. And have a long way to go. #WeGotThisWA 3/10",301,2020-03-26 22:40:13,Twitter Web App,866,282,GovInslee,1.2433067922321777e+18,1077214808.0,1077214808.0,False,https://t.co/joc6AYWnwX,en,March,Q1
26245,"LIVE: Press briefing on #COVID19 update 

Watch live: 

@Alaska_DHSS #akgov #flattenthecurve",115,2020-04-11 01:02:18,Twitter for iPhone,6,1,GovDunleavy,1.2487783684151828e+18,,1.0606554701787872e+18,False,https://t.co/iSSHYEVKy7,en,April,Q2
4178,He lost both his legs and spent two years recovering at Walter Reed before returning home to Vermont and starting our family. 2/3,153,2020-06-06 12:42:01,Twitter for iPhone,87,4,GovPhilScott,1.2692481770661233e+18,545107258.0,545107258.0,False,https://t.co/5gmrD2vYHe,en,June,Q2
6086,WATCH LIVE my townhall with @dakotanews_now on #COVID19 here in South Dakota:,102,2020-04-29 22:34:17,Twitter for iPhone,84,18,govkristinoem,1.2556264859452416e+18,,235251868.0,False,https://t.co/savaUn1xlC,en,April,Q2
10305,"After years of running in neutral before our administration, @NCDOT_Trogdon got the road building program moving again &amp; led @NCDOT through unprecedented challenges &amp; storms. I appreciate his service to our state &amp; am confident @Jeric_boyette will continue the progress at @NCDOT.",292,2020-02-04 20:09:47,Twitter for iPhone,63,14,NC_Governor,1.2247871517301514e+18,,8.137922504970281e+17,False,,en,February,Q1
36995,"@srahman24 The definition of what work can continue is under the jurisdiction of the provincial government, and they have set guidelines for construction sites. Please contact my office directly for more information and assistance: councillor_cressy@toronto.ca 416-392-4044",273,2020-04-14 19:40:45,Twitter Web App,1,0,joe_cressy,1.2501469960542618e+18,416025003.0,416025003.0,False,,en,April,Q2
31637,El CDC no le recomienda que las personas sanas usen mascaras. Para obtener la última actualización visite:,154,2020-03-18 16:11:04,Twitter Web App,144,94,GovRonDeSantis,1.2403097577113969e+18,,1058807868.0,False,https://t.co/LPJmolUtyy,en,March,Q1
33399,"This is what the country looked like when I was growing up. 

It only changed because we FINALLY took on the corporate greed that was poisoning our environment. 

We’re facing a moment like that again.

I know we can win this fight — but we have to hurry.",279,2020-01-25 19:17:41,Twitter for iPhone,254,97,NYCMayor,1.2211501625438822e+18,,19834403.0,False,https://t.co/jmbQazv2F8,en,January,Q1
29267,"CBP is the largest law enforcement agency in the country, &amp; it very well may be one of the most dangerous.

They do NOT have oversight. Not even the measures local PDs have.

Their culture is toxic, they have 0 accountability,&amp; Congress gave them a blank check. This is dangerous.",288,2020-06-02 01:29:24,Twitter for iPhone,33835,7875,aoc,1.2676293571509985e+18,138203134.0,138203134.0,False,,en,June,Q2
36769,Today is #GivingTuesdayNow -- a global day of generosity and connection. The City has put together a helpful guide for how to donate to those in need in our community during this difficult time:,218,2020-05-05 23:00:21,Hootsuite Inc.,8,3,joe_cressy,1.2578073730849055e+18,,416025003.0,False,https://t.co/F4ni5YGyAS,en,May,Q2
1637,It is my hope and desire that we do not see additional infections and cases of COVID-19 in Wyoming due to the recent protests. Wyoming will carefully monitor the rate of infection over the next few weeks. We have made outstanding progress and I remain hopeful...4/5,265,2020-06-11 01:18:51,Twitter Web App,15,1,GovernorGordon,1.270888191835304e+18,1.081334766924755e+18,1.081334766924755e+18,False,,en,June,Q2
36838,"A new partnership between the City and telecommunications and tech companies will connect residents of 25 large residential apartment buildings in low-income neighbourhoods with temporary free internet access for 1 year, with roll out in the first buildings starting in early May.",280,2020-04-28 19:58:19,Twitter Web App,15,2,joe_cressy,1.2552248478624645e+18,416025003.0,416025003.0,False,,en,April,Q2
32115,@NYCHealthy is focusing their weekly webinar on PMIS and we want as many providers as possible to join. They will also hold a special webinar for the pediatric ICUs as well. We need doctors to find every case and get every child the care they need.,248,2020-05-14 17:52:59,Twitter for iPhone,44,13,NYCMayor,1.260991512290214e+18,19834403.0,19834403.0,False,,en,May,Q2
23706,I just got off the air with @WDEL's Allan Loudell. I talked about our response to #COVID19 &amp; how this situation requires a great deal of flexibility from all of us. Social distancing is especially important to help flatten the curve &amp; reduce the number of positive cases at once.,287,2020-03-17 14:19:13,Twitter Web App,30,7,johncarneyde,1.2399192215863951e+18,,237770636.0,False,,en,March,Q1
6733,"I'm proud of RI's innovative spirit and our commitment to protecting the health and safety of our people. As a person of faith, I look forward to attending church next weekend, the weekend of May 30, when we reopen under new guidance⁠—safely.",242,2020-05-22 20:27:45,TweetDeck,60,5,GovRaimondo,1.2639295660217915e+18,240778059.0,240778059.0,False,,en,May,Q2
42763,This is not about the ridiculous Green New Deal. It is about putting our great workers and companies BACK TO WORK!,114,2020-03-24 12:04,Twitter for iPhone,211686,45714,realDonaldTrump,1.24e+18,,,False,,en,March,Q1
10780,"Schools may be closed, but learning is still in session.

Thank you to the incredible educators and education personnel across the state who are working tirelessly to ensure that New Mexico students continue to get the support they need! #AllTogetherNM",276,2020-04-21 15:45:53,Twitter Web App,226,30,GovMLG,1.2526246067639951e+18,,1.0700837068224388e+18,False,https://t.co/Hzl4R1Oxnh,en,April,Q2
42450,....them happy or even a little bit satisfied. They were RUDE and NASTY. This is their political playbook and they will use it right up to the election on November 3rd. They will not change because they feel that this is the only way they can win. America will not be fooled!!!,277,2020-04-18 17:20,Twitter for iPhone,84902,19913,realDonaldTrump,1.25e+18,,,False,,en,April,Q2
1908,Today we announced more than $80 million in financial assistance for our K-12 schools and higher education institutions to help alleviate the burden on our schools and prepare for the future as we continue to fight COVID-19. More details available here:,278,2020-06-17 18:45:47,Twitter Web App,89,24,GovEvers,1.2733259880976056e+18,234896532.0,234896532.0,False,https://t.co/xkQCJqzlYv,en,June,Q2
26807,It’s time to #GoVote in the Alabama primary! Make it a priority for you and everyone you know to head to the polls today before 7 p.m. Find your polling place here: . #alpolitics #Vote #Yes4Amendment1 #SuperTuesday,261,2020-03-03 14:07:00,Twitter for iPhone,26,11,GovernorKayIvey,1.2348427174459187e+18,,19668491.0,False,https://t.co/XW96tsjTCe,en,March,Q1
43903,MN Gov. Walz: We Estimate 80% of the Rioters Are from out of State  via @BreitbartNews,86,2020-05-31 0:20,Twitter for iPhone,59221,20742,realDonaldTrump,1.27e+18,,,False,https://t.co/WNRFjZA2Lu,en,May,Q2
43557,If you want your children to inherit the blessings that generations of Americans have fought and died to secure—then we must devote everything we have toward victory in 2020. Only this way can we save the America we love – and drain the Washington Swamp once and for all!,275,2020-01-29 1:41,Twitter for iPhone,104957,29256,realDonaldTrump,1.22e+18,,,False,https://t.co/5NeC0mFWfU,en,January,Q1
21991,"I want folks to understand: this is going to affect your daily life. 

But know that your city, county and state officials are working hard to stay ahead of this and to give you all the facts as soon as we know them.",216,2020-03-09 22:07:48,Twitter for iPhone,29,5,GovPritzker,1.2371380420555244e+18,1.0848175233784544e+18,1.0848175233784544e+18,False,,en,March,Q1
2469,"I’m asking the Legislature to stay in session as long as is necessary to pass these bills in addition to other important priorities I’ll be announcing in the coming weeks. 

Read my full letter to members of the Legislature here ➡️",255,2020-01-09 17:03:32,Twitter Web App,53,11,GovEvers,1.2153181995556086e+18,234896532.0,234896532.0,False,https://t.co/isptL14iW4,en,January,Q1
42105,"Today marks Dr. Theresa Tam’s third anniversary as the Chief Public Health Officer of Canada. Join me in thanking @CPHO_Canada for all her hard work and dedication over the years, and for her ongoing commitment to keeping Canadians healthy!",240,2020-06-26 22:28,Twitter for iPhone,15701,1409,JustinTrudeau,1.28e+18,,,False,,en,June,Q2
29609,"🚨Attention NY-14

Our Census &amp; Coronavirus tele-town hall is starting at 2pm.

It will be hosted on Zoom &amp; FB Live. Zoom stream will have live closed captioning accessibility &amp; Spanish translation (current tech limits us to 1 language atm)

RSVP info is available @RepAOC.",284,2020-03-14 15:32:58,Twitter for iPhone,3278,429,aoc,1.238850615549268e+18,,138203134.0,False,,en,March,Q1
3937,"Earlier this week, we declared a state of emergency in Virginia, closed all K-12 schools for two weeks, restricted visitors at nursing homes and correctional facilities, and limited state employee travel.

This is a public health crisis—we must all treat is as such.",266,2020-03-15 20:54:21,Twitter Web App,247,62,GovernorVA,1.2392938831352832e+18,104198706.0,104198706.0,False,,en,March,Q1
38936,"Good news for the people of Cambridge and surrounding areas today! 

We’re widening the 401 between Hespeler Rd. and Townline Rd. This will mean reduced traffic and shorter commuting times. 

We’re getting Ontario moving!

@C_Mulroney",284,2020-05-20 14:00:20,Twitter for iPhone,305,42,fordnation,1.2631072924567183e+18,,2809959174.0,False,https://t.co/kpFC1B1i5F,en,May,Q2
39867,@JBoots23 That was so kind of you to write. Thank you.,54,2020-06-12 13:38:19,Twitter for iPhone,1,0,joshmatlow,1.2714366712260854e+18,8.633918019812884e+17,15844405.0,False,,en,June,Q2
9924,"Gatherings in this order are still limited to 10 people, but people will be able to socialize with friends as long as they are outdoors and they are socially distanced. In Phase 1, people are still encouraged to telework when possible.",235,2020-05-05 21:13:31,Twitter Web App,55,27,NC_Governor,1.2577804899659735e+18,8.137922504970281e+17,8.137922504970281e+17,False,,en,May,Q2
13072,"Thank you, Steven, for making sure the handicapped, disabled and elderly have access to transportation!",127,2020-04-25 19:42:05,Twitter for iPhone,322,31,GovSisolak,1.2541335983172772e+18,,1.080586433088258e+18,False,https://t.co/o4AmcyQlVS,en,April,Q2
20864,"I am especially saddened that – amidst all the other challenges that we are all facing right now – people of color have this extra burden to bear, as they have for too long.",173,2020-05-27 23:45:08,Twitter Web App,1105,96,GovPritzker,1.2657911775399444e+18,1.0848175233784544e+18,1.0848175233784544e+18,False,,en,May,Q2
33015,"New York City is in mourning. We’ve lost one of our Finest in one of the most painful ways imaginable. 

Please keep their family, loved ones and fellow officers in your hearts tonight.",209,2020-03-14 01:45:32,Twitter for iPhone,307,49,NYCMayor,1.2386423873936794e+18,,19834403.0,False,https://t.co/sMHiZYC6R9,en,March,Q1
23756,"Our #budgetDE keeps our commitment to:

✅ responsibly manage taxpayer dollars 

AND

✅ make investments where they can make the most difference for #Delaware families",190,2020-02-22 19:25:16,Twitter for iPhone,5,1,johncarneyde,1.2312989321201336e+18,,237770636.0,False,https://t.co/MIkmXlzKgo,en,February,Q1
28404,"Today, I signed H.B. 2688, legislation to bring more resources into Arizona’s health care system. Our medical professionals deserve all the support we can give them. @FannKfann @recobbforazrep  #COVID19",225,2020-03-26 00:26:16,Twitter Web App,217,52,dougducey,1.2429710930459238e+18,,20217019.0,False,https://t.co/A9Ddzyfe4d,en,March,Q1
42287,Thank you to our brave women &amp; men who have travelled to the other side of the world to help our Australian friends. Be safe out there!,163,2020-01-08 0:04,Twitter for iPhone,9903,1288,JustinTrudeau,1.21e+18,,,False,,en,January,Q1
13977,We can all do our part in the war against the virus by taking part in the #TestNebraskaChallenge. This will help determine who needs testing and help people get it. Go to  and take the assessment today!,249,2020-04-21 20:07:45,Twitter Web App,123,100,GovRicketts,1.2526905094427484e+18,,2891165960.0,False,https://t.co/xRsw9cYjgY,en,April,Q2
35645,@CorktownTO Michael Erikson @erksn co-owner of @GladDaybooks says this is their 50th anniversary this year. Many have put their heart &amp; soul into this cultural institution. He doesn’t know a single commercial landlord who is taking advantage of #CECRA in Toronto. #SaveOurBusiness #TorCen,316,2020-05-05 14:10:35,TweetDeck,9,8,kristynwongtam,1.2576740543303516e+18,20452161.0,20452161.0,False,https://t.co/rkpJukis2D,en,May,Q2
25295,Public confidence in our law enforcement process is incredibly important now more than ever. A fair and objective process free from real or perceived bias for investigating officer-involved killings is critical. (1/2),217,2020-06-24 20:54:45,Twitter Web App,1067,172,GovofCO,1.2758951594529546e+18,,7.283442736203448e+17,False,,en,June,Q2
5729,"COVID-19 is an imminent threat to our state, and every Tennessean must take this seriously, remain at home, and ensure we save lives.",183,2020-04-03 17:30:00,TweetDeck,172,38,GovBillLee,1.2461278260525302e+18,,1.084924525232513e+18,False,https://t.co/8oPBZVX6rc,en,April,Q2
31383,I'm pleased to announce 60 schools have been chosen to participate in the first phase of the Florida Civics and Debate Initiative (FCDI) as part of our partnership with The Marcus Foundation and @EducationFL.,208,2020-06-12 14:04:48,Twitter Web App,2213,445,GovRonDeSantis,1.2714433370950656e+18,,1058807868.0,False,,en,June,Q2
44849,...I know Ronny well. He will NEVER let you down. Solid as a rock. Ronny has my Complete and Total Endorsement! #TX13 #MAGA,123,2020-06-07 19:15,Twitter for iPhone,40851,10710,realDonaldTrump,1.27e+18,,,False,https://t.co/u4z8ZxbeNh,en,June,Q2
33702,"COVID is still out there.

It’s increasing in states across the nation. In New York it’s on the decline — but that can change overnight.

The success of NY's reopening is up to all of us.",211,2020-06-11 22:13:13,Twitter Media Studio,8571,1616,NYGovCuomo,1.2712038621967606e+18,,232268199.0,False,https://t.co/CKh3SRYcGg,en,June,Q2
9404,Watch today’s press briefing regarding child care and other updates on the COVID-19 pandemic in North Dakota.,133,2020-03-26 20:58:22,Twitter for iPhone,13,7,DougBurgum,1.2432811624051098e+18,,518700708.0,False,https://t.co/qBpdOCo8dr,en,March,Q1
10162,"We must take this step together in spirit. Even if you don’t think you have to worry about yourself, consider our nurses, doctors, custodial staff &amp; other hospital workers who will be stretched beyond their capacity if we are unable to slow the spread of this disease.",272,2020-03-27 20:02:28,Twitter Web App,103,35,NC_Governor,1.2436294793873695e+18,8.137922504970281e+17,8.137922504970281e+17,False,,en,March,Q1
510,Know your renters' rights in the District ⬇️,68,2020-04-29 15:19:03,Twitter Web App,11,13,MayorBowser,1.255516956272341e+18,976542720.0,976542720.0,False,https://t.co/esg1tMNljb,en,April,Q2
2028,"We are making the shift from boxing in Wisconsin to boxing in the virus. With these disciplined steps we can and will bounce back together. 

Learn more about the Badger Bounce Back plan here:",240,2020-05-07 17:43:57,Twitter Web App,528,96,GovEvers,1.2584525241823232e+18,,234896532.0,False,https://t.co/cVUedfm6Ax,en,May,Q2
15915,"""STAY HOME MISSOURI"" ORDER - GUIDANCE AND FREQUENTLY ASKED QUESTIONS

🔗",118,2020-04-04 22:44:13,Twitter Web App,114,82,GovParsonMO,1.246569289777402e+18,,1.0036723207818076e+18,False,https://t.co/6ZzGgwQV20,en,April,Q2
44540,Do not believe the Fake News Media. Oklahoma speech had the highest Saturday television ratings in @FoxNews history. @seanhannity dominated T.V. with my interview on Thursday night more than @CNN &amp; MSDNC COMBINED. These are the real polls the Silent Majority not FAKE POLLS!,278,2020-06-27 11:17,Twitter for iPhone,130104,31073,realDonaldTrump,1.28e+18,,,False,,en,June,Q2
20529,"Today, I announced additional steps we’re taking to help Hoosiers who are impacted by coronavirus &amp; reduce the spread of the virus. 1/10

Full release ➡️",181,2020-03-13 22:31:52,Twitter for iPhone,60,42,GovHolcomb,1.2385936507092378e+18,,4919082864.0,False,https://t.co/iIh37SDNX8,en,March,Q1
7908,"Today we recognize #BlackBalloonDay, a remembrance for those we have lost to overdose deaths.  Frances and I send our love to all Pennsylvanians mourning a lost loved one. 
 
We remind Pennsylvanians that treatment works and recovery is possible. Get Help Now: 1-800-662-4357.",300,2020-03-06 12:40:40,Twitter Web App,148,29,GovernorTomWolf,1.2359081551435694e+18,,2978837542.0,False,https://t.co/nT6EuQo2z6,en,March,Q1
2546,Governor @JimJusticeWV confirmed that as of today the coronavirus (COVID-19) has not been diagnosed in West Virginia at this time. He has declared a state of emergency as the state continues to prepare for coronavirus (COVID-19).,253,2020-03-16 19:22:38,Twitter Web App,9,4,JimJusticeWV,1.2396331901779067e+18,,3167789983.0,False,https://t.co/4nkZLUhkxV,en,March,Q1
41186,"My sincerest condolences to the family, friends and former colleagues of Linda Diebel. She was a truly great reporter and a remarkably impressive person with a big heart.",170,2020-02-01 01:49:26,Twitter for iPhone,5,0,joshmatlow,1.223423077738066e+18,,15844405.0,False,,en,February,Q1
35945,"Met w City Planning &amp; Economic Development to review upcoming reports on Toronto's Retail Strategy going to April committee. As chair of the TO Accessibilty Advisory Committee, I pushed to expand Commercial Facade Improvement Grant for the entire city, not just BIA areas. #AODA",306,2020-03-09 21:38:44,Twitter for Android,4,1,kristynwongtam,1.2371307277219717e+18,,20452161.0,False,https://t.co/qE8CJleSDm,en,March,Q1
6693,"We recognize that different communities have different needs. Each district will have to submit a plan for how they will operate in different scenarios – from everyone attending school in person, to everyone conducting distance learning, to a hybrid approach that mixes the two.",278,2020-06-10 20:29:34,TweetDeck,24,4,GovRaimondo,1.2708153929031598e+18,240778059.0,240778059.0,False,,en,June,Q2
20066,"Centralizing this work will allow us to quickly identify individuals who need to be quarantined, reduce the risk of additional infections and take actions to ensure our schools, workplaces and public settings are safe.",218,2020-04-29 21:36:59,Twitter Web App,20,2,GovHolcomb,1.255612064799867e+18,4919082864.0,4919082864.0,False,,en,April,Q2
22384,"As our residents are returning to their places of work, I want to make sure they have consistent care for their children. The new Idaho Child Care Emergency Grants not only help working parents,  but they also help the owners of these small businesses.",277,2020-05-06 21:25:36,TweetDeck,64,10,GovernorLittle,1.2581459190332088e+18,,41266395.0,False,https://t.co/ik6J68CHKn,en,May,Q2
30098,"Great to hear @RepDougCollins is introducing my China sanctions bill in the House of Representatives.

Doug is off and running in the House to make China cooperate regarding the coronavirus.",217,2020-05-13 16:19:03,Twitter for iPhone,1249,337,LindseyGrahamSC,1.260605484945617e+18,,432895323.0,False,https://t.co/JIqpOEOOMa,en,May,Q2
27375,"Horrifying.

I traveled to El Salvador. I met with women, children, families fleeing violence. Frightened for their lives. Willing to risk everything to come to this country. Now, more than 200 people we have sent back have been killed or seriously abused.",280,2020-02-06 22:53:38,Twitter for iPhone,961,353,GavinNewsom,1.2255531625699492e+18,,11347122.0,False,https://t.co/rnUau7CiOj,en,February,Q1
35220,Independence from political passions is the cornerstone of the judiciary in this country. It has almost been a century since the last time Democrats threatened to pack the Supreme Court b/c they wanted different rulings. History still judges that disgraceful episode to this day,302,2020-03-05 22:54:16,Twitter Web App,9155,3081,senatemajldr,1.2357001846985482e+18,,1249982359.0,False,https://t.co/dFmiTKmQWo,en,March,Q1
26969,"I look forward to talking with @NewsTalkWANI’s Zac Blackerby &amp; Auburn Councilman Brett Smith about AL’s booming economy &amp; the importance local cities, like @CityofAuburnAL, play in this success. Tune in to “News Talk 98.7 FM” tomorrow morning at 8:45! #alpolitics",271,2020-01-07 22:07:43,TweetDeck,20,7,GovernorKayIvey,1.2146699735216742e+18,,19668491.0,False,,en,January,Q1
11848,#603Pride,33,2020-04-18 15:34:56,Twitter for iPhone,174,20,GovChrisSununu,1.2515346871782318e+18,,8.162821207672914e+17,False,https://t.co/QoJmTc3P3b,en,April,Q2
13404,"Katie Horn of Las Vegas decided to get creative this weekend and let everyone know to #StayHomeForNevada. Thanks, Katie!",144,2020-03-23 16:45:37,Twitter for iPhone,360,62,GovSisolak,1.2421303924564173e+18,,1.080586433088258e+18,False,https://t.co/48QGk9bYjl,en,March,Q1
33924,"We are launching a new pilot program with 52 independent pharmacies to conduct 7,000 more tests per week.

This is in addition to the 700+ locations NYers can already get tested.

Find a testing location near you:",237,2020-05-22 15:10:53,Twitter Web App,1124,240,NYGovCuomo,1.263849823263998e+18,,232268199.0,False,https://t.co/j034v1VPW2,en,May,Q2
17847,We’re talking about taking our communities back and saving lives. The time has come for all of us to take a stand together.,123,2020-01-21 13:04:44,Twitter for iPhone,13,1,LarryHogan,1.2196067576532623e+18,280121510.0,280121510.0,False,,en,January,Q1
38551,"Thank you @JohnTory for the call today to talk about what Toronto is doing to #PlankTheCurve

New Democrats will be there to support cities as they deal with the impacts of #COVID19 and work to keep people safe",210,2020-03-30 20:26:19,Twitter for iPhone,167,18,theJagmeetSingh,1.2447226486529434e+18,,253340075.0,False,,en,March,Q1
1736,"Wyoming recorded it's 200th confirmed case of COVID-19 today, but we know that there are many more untested Wyomingites who have the virus. Keep yourself and your family safe and our healthcare workers protected by staying home and social distancing. #StayHomeStayHealthy",295,2020-04-06 01:52:21,TweetDeck,90,29,GovernorGordon,1.2469790230386033e+18,,1.081334766924755e+18,False,https://t.co/Ubl9IBo9hp,en,April,Q2
20785,We need to truly address the injustice and disinvestment in Black communities and in Black families.,124,2020-06-07 19:56:23,Twitter Web App,2145,377,GovPritzker,1.269719876878418e+18,,1.0848175233784544e+18,False,https://t.co/mzcQsv8n1s,en,June,Q2
30664,"We have three major issues going on in this country: an economic meltdown, a horrific pandemic, and people out in the streets demanding racial justice in America.
 
Senate Leader Mitch McConnell, what is your leadership doing to address these issues? Nothing. Do your job.",272,2020-06-20 18:10:04,Twitter Web App,19352,3459,SenSanders,1.2744041646220943e+18,,29442313.0,False,,en,June,Q2
1786,"Yesterday's closure order only impacts certain types of businesses. Included in the list are restaurants, bars, gyms, movie theaters, music halls and day cares. Other private businesses are not required to close. Social distancing is our best weapon to #StopTheSpread #COVID19WY",302,2020-03-20 19:41:15,TweetDeck,20,5,GovernorGordon,1.2410874271225403e+18,,1.081334766924755e+18,False,https://t.co/D3zvG81GuL,en,March,Q1
28975,"From open enrollment to public charter schools to Education Savings Accounts and more, Arizona is proud to be a leader in school choice! #SchoolChoiceWeek ✏️📚",182,2020-01-27 19:39:04,Twitter Web App,63,23,dougducey,1.2218803218738668e+18,,20217019.0,False,https://t.co/aqETLxkuMT,en,January,Q1
10250,The @PackWomensBball are ACC champions! Congrats on an awesome tournament.🏆,99,2020-03-08 21:33:29,Twitter for iPhone,532,46,NC_Governor,1.2367670179627827e+18,,8.137922504970281e+17,False,https://t.co/qrdOZ02uhZ,en,March,Q1
41066,"Thanks to @TorontoACORN, @TorontoTenants &amp; everyone participating this evening in the consultation on RentSafe’s rating system for multi-residential apartment buildings. Let’s work with city staff to improve their proposal &amp; make our initiative protect renters’ health &amp; safety.",314,2020-02-24 23:56:49,Twitter for iPhone,9,0,joshmatlow,1.2320920473325773e+18,,15844405.0,False,https://t.co/BBzei0haJu,en,February,Q1
39902,"Thank you, Shelley! It’s been such a great pleasure to work with you and the @orioleparkjps school community to create an accessible playground for our neighborhood’s kids.",196,2020-06-08 22:38:10,Twitter for iPhone,4,1,joshmatlow,1.270122978139951e+18,,15844405.0,False,https://t.co/6HvzVTwUWJ,en,June,Q2
21742,"Tengo un trabajo y un solo trabajo – salvar tantas vidas como sea posible. Para mantener a tantas personas saludables como sea posible. Hasta que podamos desarrollar un tratamiento y una vacuna. 

Así que por favor, siga las instrucciones y quédese en casa.",257,2020-03-27 16:32:14,Twitter Web App,46,8,GovPritzker,1.243576572193448e+18,1.0848175233784544e+18,1.0848175233784544e+18,False,,en,March,Q1
