,Tweets,Date,Source,Favourites,RTs,Username,id_str,in_reply_to_user_id,user_id,isRT,tco,Language,Month,Quarter
108,proliferative tridiapason saleable levelism disparison thecoglossate dyspeptic oeillade marlowism callowman spewed fermenter probatively ory everness snoopiest anaptomorphidae shoji slashes cageot squawky texts shrilling seve leukotaxine bibliothecal cakile penistone,,,,,,,,,,,,February,Q1
109,leucoquinizarin subring chancelry grainsick femoropopliteal starshot underwrapped sturiones neoacademic births absoil semibarbaric repudiations chaetophora underwrapped salamandrina betumbled femoropopliteal histochemical bushtit primage thanages endnotes femoropopliteal,,,,,,,,,,,,February,Q1
110,fooner denounces logomachy unreclaiming subjectional gonotocont misanalysis busses unbeset crosswiseness individualistic quicksilverishness numismatical crosswiseness unoccasioned boxhead crosswiseness upperer dispersion practicum hapalidae hyperadiposity misanalysis unbeset,,,,,,,,,,,,February,Q1
111,priorite inadvertencies skyrocketing blain milice almanner anodynic straightaway churners prelatically carpologically tulasi locution uletic methodiser losers hydride obligistic amphicarpia wharfrae palaeichthyes appreciated totterer transmedian quaviver lividities titeration,,,,,,,,,,,,February,Q1
112,phrasal hellenists theotechnist gordiacean oxes vulgarised fasteners gordiacean filosus pastourelle cheiropodist teethier sintering australic unrivalledly flowerage unvicariousness curver tapissery tinderish sporing osmiridium calgon antiluetic canaliculization unlubricant,,,,,,,,,,,,February,Q1
113,sattvic sattvic austrians semiflexure nonprojectively aleshot blende beautyship firemaster austrians enterodelous depositive semiflexure guerison beautyship unstupid spraggly runagado overlightheaded shining nonconclusion oysterhouse punctuality bibliotheque swinery unvaliantly,,,,,,,,,,,,February,Q1
114,catwise sprinting trailingly trumbash sharers stellature marah faze preponderate enfoil looing irreclaimableness stadie outcharmed nescience dionise satisfiability nonexpediently leora theomagic forges equivocalities jaunted sharers semioctagonal brumbie nonassociation,,,,,,,,,,,,February,Q1
115,semistagnation unslanting squarrose necronite stablest stomenorrhagia clitoric symbolography imperfective spongiopilin obsignation seabirds squarrose resiliometer minivers diffusing cardialgy fixtures borasque vacuity explicates flamboyantism ada vapocauterization iridectomizing,,,,,,,,,,,,February,Q1
116,bacteriopathology oddity trisulphonic iridoncus marlinespikes bogtrotter jiqui paphiopedilum lumbocostal wf astatines otiorhynchidae parakilya buttonwood ptyalolith retenue disjoins handicappers hyphopodia pycnomorphic coof daukin disjoins redrafts lumbocostal pourparler,,,,,,,,,,,,February,Q1
117,spitefully subclaviojugular blepharedema tiffed unadroitly celtologist stompingly armoury lyttae conglutinative yogeeism interviews quincentennial parapsychologist callidness telescoping ascendants hohe seltzers chatoyance lyrebird retardment depositation autobiographic carbides,,,,,,,,,,,,February,Q1
118,acupress cultic fortifies venin garnishes hendiadys displuming fortifies glug hendiadys yupons carlin sensibilitous smiddie algicide unaccepted susanna arrowplate wrongly unkennel smashery leadiest cypsela umbilicate remolds sunspottedness dicacity aurure menially pretannage,,,,,,,,,,,,February,Q1
119,fermentations virusemic stairhead proegumenal mechanicotherapy alchemical cyl arbitragist anend audibility miseased retailored salloo mullar smidgins sepiacean chlamyphore handbreadth moneychangers bravoing cutline wanion reinterrogates clutch chlamyphore whistleable,,,,,,,,,,,,February,Q1
120,zootheist charitable nonaccidentalness fazendeiro windstream minimus minimus velitation hoplomachic nonsilicate lactarium emmett semivolatile sora hesitantly raisons impedes vapourizer windstream elephantopus testibrachial estheticism scapolite pleurotyphoid interlibeled servet,,,,,,,,,,,,February,Q1
121,unpranked telautomatics unstrictness gomeral perfuming cormophyte isicle hardyhead whitmanesque peelings pachycephalic inimitableness leucorrheal hyperope anisal pigeonweed hardtail nonpurgative anisal draconism disrupted irradiancy whitmanesque jatamansi rumoring upending,,,,,,,,,,,,February,Q1
122,neglectful venezuelans characterstring shamming semicalcareous fermentatory xyloyl semicalcareous nonproportionateness nonproportionateness protelytropterous acromiohyoid kittul primitiae virga shamming phrasing glomerulitis nongarrulous orgastic ultrabasite ultrabasite,,,,,,,,,,,,February,Q1
123,wanderluster postpubertal stunts prickish militia overhasten unhairs unhairs pedro periproctic reprised translation unrevelational trichosanthes semiglobe mot misraise unshapenness isosporous empeine diffusate franklinite oversensitivity preservations trina incontinent cactiform,,,,,,,,,,,,February,Q1
124,unjesuited dinglebird nonswearer kininogen semeiotics pinocytotically zephyrless kininogen faggots recleaner shackling antecedaneously cylindricule rollways airship fairfieldite rollways caricaturable underthroating volaille vestmental compotiers arsenium preposterous stridency,,,,,,,,,,,,February,Q1
125,godroons demulsification antiquary iguanodontia platinated marl nonpatriotically cambist oiligarchy palta crapwa unmanipulative electrolyzer overinflating duckblind sundari supersimplify platinated tiltlike deflagrated tysonite enthetic razers untitled guanche planetography,,,,,,,,,,,,February,Q1
126,nucleotides gallisin protoma topochemistry forwent irksomely purlicue semiprofanely rubicola traducer aerodynamical pollinizing storiation titanomachy recaster privative promotion willeyer forwent repolarized toarcian unsleepably pettifoggers chlorids phagocytoblast stripfilm,,,,,,,,,,,,February,Q1
127,subscale isotropil dentaria steamer besprinkle mediastine cablelaid superspecification echinacea homocyclic moonie autoschediastically imbreviating superspecification bighead affirmations unhumidifying autoschediastically hydrachnidae adiate gymnolaematous sclerotized neele,,,,,,,,,,,,February,Q1
128,unthawing modish knottier undependably chancery piscioid unbranched acediamine crawlerize phlegmatized praxeanist knowledgement rosiness buggess wawa importunate phrenopericardiac primulic millefoliate perfusing buggess importunate unthawing crawlerize ajiva angiostenosis,,,,,,,,,,,,February,Q1
129,preheated metaurus lithodid cottonwoods fluviatile pernoctate coda fustilarian inhesion oilfishes herbivora preoffense phasianella capouch stabler ooecium peripherical favourite amphioxuses conjecture neuroanatomical cytogeny fluoborate butanol ooecium houhere turfskiing,,,,,,,,,,,,February,Q1
130,apparel spicas hamose playingly constellating prostitutes semiramize hydroxydehydrocorticosterone precancellation enveloped newscasting leishmanic auctor occipiputs unalterableness theomagic francophile rebend pestilences semifloating footsie scherzando coenesthesis erinose,,,,,,,,,,,,February,Q1
131,gerrhosauridae reask apportionable philanthropize argonaut joyridden untriumphed excavational upbelt obliger floriation calelectrical cannabinol autocide philanthropize bini hamburgers amnion psychoneural simula exordize kidvid mormyr trashmen hoghide analcime aristology,,,,,,,,,,,,February,Q1
132,itea cichoriaceous renormalize invectiveness duralumin nonslipping jumping latrine iliofemoral mighty sampler supercrime tickle icarian punchable agazed gaited successory hydrophyllaceous cozener ureterouteral convexly invectiveness clanning slumberless gallant kindergartners,,,,,,,,,,,,February,Q1
133,pyrenochaeta drenched mandora interuniversity hyp cayennes uncoarse nonsuppressed mediants gilim eutocia climatical eutocia facsim climatical interknit underwork crated instituting pleaship stomachlessness fibrocartilage cistuses nonfundable moyl transurethral obtenebration,,,,,,,,,,,,February,Q1
134,supereffectively panary handgravure simmeringly revelers equivocation hieros rugate summon selihoth wansome cruisken mesmerise fleabag svce wime grandnieces legating uranophobia ovant gonydeal handgravure pomiculturist cumbersomeness otoconium hydrocephaly ankylotome proteaceous,,,,,,,,,,,,February,Q1
135,nervine standi overappraise arabesques vermorel overfeed overappraise chunari untimeliest trutination scabriusculose oscheolith larceners inauthoritative overrationally uneschewable unegregious niantic clyssus partedness pya wristfall prederiving overtold apostume nondeferable,,,,,,,,,,,,February,Q1
136,oversensitizing base steeplelike ywca dipware untholeably arsyl mancus electrets forsterite cultivate fatigueless furanoses transfashion upliftedness hemipodius murmuringly phegopteris teleutoform skedaddling crankcases oversensitizing hypersophistication oversensitizing dipware,,,,,,,,,,,,February,Q1
137,executrices feature whilk empiriological snibel subcontinued cetorhinus embroideress arbusta gastrulated arbusta acanth grise bolls readvertency laryngostroboscope epiblast lawmonger hexatomic chevronwise dharmsala eckehart volplanes masterful kaver superinquisitiveness,,,,,,,,,,,,February,Q1
138,disaffect deoxyribonuclease teles prostrate pumpless infandous esthesiology pantelis whores bakeries resolvable villain fomes armatoles contusing antidinic fimbrillae brakeman snippy birthless bowings indigest mekometer lattener unbinned disaffect lattener extraverted,,,,,,,,,,,,February,Q1
139,unlanguidness regaling labilizing battledoring determinations sneakily philliloo muscid anticoagulative tarsomalacia acraein transuming ennoble juddock uninstructedly nonproportionally metronomic diapedesis labouringly perilabyrinthitis nonamalgamable noncausative expatriated,,,,,,,,,,,,February,Q1
140,explorativeness neogenesis hospitably overpersecuted collocationable misacting coaliest monophysite morlop enhelm hic nonreadably irrecuperable isidiiferous earthiness noncallable decumanus decumanus decumanus enhelm tarletan orthocarbonic neogenesis aubretias predisagreement,,,,,,,,,,,,February,Q1
141,precogitated mylodon leuconoid interfoliaceous uxoriality ensurer skywrites forethoughtless puggrees skywrites erythrolitmin bilobed klaverns apiarian mirable sallowness vowers khahoon interfoliaceous prounionist according lowry psychologized commorse glinted almury gabeler,,,,,,,,,,,,February,Q1
142,stronghearted towaway autocinesis annueler pitchi zephyrean opts towaway furunculosis bluntly beriming unscissored auriform incorrodible ghetchoo nightfish polymyodous baftah quadrated apogamy annueler prophetesses idler miscited pyramides befrill momotinae nightfish,,,,,,,,,,,,February,Q1
143,earhole underpays anthropometric metepimeron musicofanatic oxland travestied woalds deworm sextolet salival dansant illusible lanceteer ulexite formenic tiredness metepimeron vade radiode kritarchy invectives attitudinizes calyptro predable peltmonger exorcisers unhumbledness,,,,,,,,,,,,February,Q1
144,unalertness forwardest teaseableness debauchedness unpictorialized evolutes auksinai teaseableness trigonal predisponent gomphocarpus windable unpreventability duckery tammanyism oecodomical tilefishes versatile ounce unalertness tosaphist overpiteousness radicle proofreaders,,,,,,,,,,,,February,Q1
145,vegas misdower unneutralize outblowing overpolitically allayers orchitis nickelising metalepses melittology thyrocele outblowing brack multispiculate welling sneerfulness narcolepsy suppliancy ruminations sylviine blunthead quaveringly supercargoship lakemanship remains,,,,,,,,,,,,February,Q1
146,coeminency lookahead surprised aurification heliophobous snobbiest philodoxical drachma biflorous shanghais propodeal antineutral philodoxical nonpurgative redfishes scyphophore ninons freeport invests crystallometric trilaurin applicatory wiriness ascham achlorhydric,,,,,,,,,,,,February,Q1
147,teleodont outdated disparity presold citrine tsardoms nonresolvability stealthful disparately preguard rhodonite umbos corrasive orchestic irreproachably rhodonite titianesque alleles plushily prothallus unaccumulate orchestic josie alleles panosteitis josie myographic,,,,,,,,,,,,February,Q1
148,unrulily astigmatically bunchberries cabellerote chutney cathead colocynthin undercreep preexisted haughty apiose undercreep disemplaned unrising hemitrichous archheretic fooder hondurans kuruba unwaited qh cabellerote doulocracy courlan axometer indite micropipet babesia,,,,,,,,,,,,February,Q1
149,tearfulness discharacter urning unctuous actor echiurid metrophlebitis encoders stronghand casamarca tussal stages auricyanide ideograms ransomers writmaker peasecod peasecod poorer elaborator superindustriously iceboater organa semipurulent nightstick preperceptive discharacter,,,,,,,,,,,,February,Q1
