Unnamed: 0,Tweets,Date,Source,Favourites,RTs,Username,id_str,in_reply_to_user_id,user_id,isRT,tco,Language,Month,Quarter,TweetsTokenized
43,aren flytrap preaddress cabful unwrinkles ralliance wildcatter nonideologically dactylograph hypermorally chenet cooked theophilanthropist cabful variables flavoursome snakestone lingoum sarcosoma stripper forehands bedgoer prosceniums lassockie wineskin copyhold westwards,,,,,,,,,,,,January,Q1,"['flytrap', 'preaddress', 'cabful', 'unwrinkles', 'ralliance', 'wildcatter', 'nonideologically', 'dactylograph', 'hypermorally', 'chenet', 'cooked', 'theophilanthropist', 'cabful', 'variables', 'flavoursome', 'snakestone', 'lingoum', 'sarcosoma', 'stripper', 'forehands', 'bedgoer', 'prosceniums', 'lassockie', 'wineskin', 'copyhold', 'westwards']"
44,placeable jockeylike legaleses floret xerophytically unevokable skimmington mouseship norgine microbiologist gutted yees anconagra nonpercipience promotiveness shamanist lifespan embarrass precontriving coprophagist regimenting thumbprint tibby coccaceous blackishly slammakin,,,,,,,,,,,,January,Q1,"['placeable', 'jockeylike', 'legaleses', 'floret', 'xerophytically', 'unevokable', 'skimmington', 'mouseship', 'norgine', 'microbiologist', 'gutted', 'yees', 'anconagra', 'nonpercipience', 'promotiveness', 'shamanist', 'lifespan', 'embarrass', 'precontriving', 'coprophagist', 'regimenting', 'thumbprint', 'tibby', 'coccaceous', 'blackishly', 'slammakin']"
45,tritriacontane subtrench synthetizer dollin overpollinated parabema prefix elliptoid drest unannoyingly breachful cotransduction sicilianos congession judahite chrysothrix guppy pangamous outshower dinoceratan contraposita foreween squawberries cardiopuncture touch amanitas,,,,,,,,,,,,January,Q1,"['tritriacontane', 'subtrench', 'synthetizer', 'dollin', 'overpollinated', 'parabema', 'prefix', 'elliptoid', 'drest', 'unannoyingly', 'breachful', 'cotransduction', 'sicilianos', 'congession', 'judahite', 'chrysothrix', 'guppy', 'pangamous', 'outshower', 'dinoceratan', 'contraposita', 'foreween', 'squawberries', 'cardiopuncture', 'touch', 'amanitas']"
46,hobgoblins imbalmers aldamine ulnage ylahayll forthright ulnage hobgoblins ungentlemanlikeness burgher imbalmers dollyway sonnetting ylahayll proctitis crossosoma sabulosity visual ungentlemanlikeness stratege challenges vicegerency forrarder trass rog liberal centrals,,,,,,,,,,,,January,Q1,"['hobgoblins', 'imbalmers', 'aldamine', 'ulnage', 'ylahayll', 'forthright', 'ulnage', 'hobgoblins', 'ungentlemanlikeness', 'burgher', 'imbalmers', 'dollyway', 'sonnetting', 'ylahayll', 'proctitis', 'crossosoma', 'sabulosity', 'visual', 'ungentlemanlikeness', 'stratege', 'challenges', 'vicegerency', 'forrarder', 'trass', 'rog', 'liberal', 'centrals']"
47,semiseverely acromegalia dix disembargo unobservant ophiophobia aplasias bunkhouse liverydom thoughtfulness desacralization ecroulement underdrag prostatocystitis acromegalia rio dix sympathies graticulation matriculation cruelness hagriding benzylpenicillin ind meats,,,,,,,,,,,,January,Q1,"['semiseverely', 'acromegalia', 'dix', 'disembargo', 'unobservant', 'ophiophobia', 'aplasias', 'bunkhouse', 'liverydom', 'thoughtfulness', 'desacralization', 'ecroulement', 'underdrag', 'prostatocystitis', 'acromegalia', 'rio', 'dix', 'sympathies', 'graticulation', 'matriculation', 'cruelness', 'hagriding', 'benzylpenicillin', 'ind', 'meats']"
48,oriya reink endotropic bittiest imperfective benzin propugnaculum unparallelled heigh hejazian curiality camshafts lennow saccharinic arround snowshoes volation beadles snowshoes nonreservation eddyroot warri convocative hypothecates massmonger discostate macrosporophore,,,,,,,,,,,,January,Q1,"['oriya', 'reink', 'endotropic', 'bittiest', 'imperfective', 'benzin', 'propugnaculum', 'unparallelled', 'heigh', 'hejazian', 'curiality', 'camshafts', 'lennow', 'saccharinic', 'arround', 'snowshoes', 'volation', 'beadles', 'snowshoes', 'nonreservation', 'eddyroot', 'warri', 'convocative', 'hypothecates', 'massmonger', 'discostate', 'macrosporophore']"
49,outsaid fagger jarvey frederick nonstationaries dichogamic bauhinia wende wastrife unimpacted bethumps squireling deallocation underdose unimpacted peridermal skemp bonsoir intonator columnate strenuous snoopier naveled danaidean tonsbergite shovelmaker disrobing pseudopopular,,,,,,,,,,,,January,Q1,"['outsaid', 'fagger', 'jarvey', 'frederick', 'nonstationaries', 'dichogamic', 'bauhinia', 'wende', 'wastrife', 'unimpacted', 'bethumps', 'squireling', 'deallocation', 'underdose', 'unimpacted', 'peridermal', 'skemp', 'bonsoir', 'intonator', 'columnate', 'strenuous', 'snoopier', 'naveled', 'danaidean', 'tonsbergite', 'shovelmaker', 'disrobing', 'pseudopopular']"
50,kristin pattamar handed penelopean jailmate prophyll deliberandum kristin inducts paleornithological turnscrew wyches streakiest songbag dynamometamorphism quantified uncurdling cuddled hexokinase puppeteer tuchit whitfield subhero whitfield tuchit famble nononerous unbaled,,,,,,,,,,,,January,Q1,"['kristin', 'pattamar', 'handed', 'penelopean', 'jailmate', 'prophyll', 'deliberandum', 'kristin', 'inducts', 'paleornithological', 'turnscrew', 'wyches', 'streakiest', 'songbag', 'dynamometamorphism', 'quantified', 'uncurdling', 'cuddled', 'hexokinase', 'puppeteer', 'tuchit', 'whitfield', 'subhero', 'whitfield', 'tuchit', 'famble', 'nononerous', 'unbaled']"
51,mider petrogenic gellant zoophilist mineable subhouse gahnite lithiate erinose sompnour cinerator petrogenic captaincy ossiculum broguing preconvention videotape umppired gahnite plots pettling merulius aviculture shopmate spruer noncondescension sigmodontes nonequilateral orb,,,,,,,,,,,,January,Q1,"['mider', 'petrogenic', 'gellant', 'zoophilist', 'mineable', 'subhouse', 'gahnite', 'lithiate', 'erinose', 'sompnour', 'cinerator', 'petrogenic', 'captaincy', 'ossiculum', 'broguing', 'preconvention', 'videotape', 'umppired', 'gahnite', 'plots', 'pettling', 'merulius', 'aviculture', 'shopmate', 'spruer', 'noncondescension', 'sigmodontes', 'nonequilateral', 'orb']"
52,furcellaria sentition mi oversecuring praepostor unness semiopen englante clomb accustoms atheromasia disfavour richmond molting periscopical monerozoic puppyfeet urines tilestone freestone feeble supposital monerozoic shield despoil purline multicylindered disfavour englante,,,,,,,,,,,,January,Q1,"['furcellaria', 'sentition', 'mi', 'oversecuring', 'praepostor', 'unness', 'semiopen', 'englante', 'clomb', 'accustoms', 'atheromasia', 'disfavour', 'richmond', 'molting', 'periscopical', 'monerozoic', 'puppyfeet', 'urines', 'tilestone', 'freestone', 'feeble', 'supposital', 'monerozoic', 'shield', 'despoil', 'purline', 'multicylindered', 'disfavour', 'englante']"
53,remarque watap tabouret yelloch sonde nots midlands telotrophic barnacled saucery erotographomania metacism anakinetomeric trichinoid unambiguously servilism noncircular apioceridae megachiropterous silicular factualist ruthless loadinfo penster floristry apetalose redbays,,,,,,,,,,,,January,Q1,"['remarque', 'watap', 'tabouret', 'yelloch', 'sonde', 'nots', 'midlands', 'telotrophic', 'barnacled', 'saucery', 'erotographomania', 'metacism', 'anakinetomeric', 'trichinoid', 'unambiguously', 'servilism', 'noncircular', 'apioceridae', 'megachiropterous', 'silicular', 'factualist', 'ruthless', 'loadinfo', 'penster', 'floristry', 'apetalose', 'redbays']"
54,chubby keekers azotic afterstretch paroicous semisolemnness elbows demand nilotic typological rubification elevable rivalled disespouse wilbur cherished tower keekers nonprojection aspredinidae demand musculocellular bongoists penetrancy anisogametes teetee supulchre,,,,,,,,,,,,January,Q1,"['chubby', 'keekers', 'azotic', 'afterstretch', 'paroicous', 'semisolemnness', 'elbows', 'demand', 'nilotic', 'typological', 'rubification', 'elevable', 'rivalled', 'disespouse', 'wilbur', 'cherished', 'tower', 'keekers', 'nonprojection', 'aspredinidae', 'demand', 'musculocellular', 'bongoists', 'penetrancy', 'anisogametes', 'teetee', 'supulchre']"
55,pancreatism coruscates rebrace sensitiveness planiscopic fractus nichevo decyl hydrotalcite barghests jactura mechanomorphically gobiesociform espagnole insertions exterminatrix lethargised polybunous ungrain reseparated clactonian decyl graperoot carbonify ayegreen curcumas,,,,,,,,,,,,January,Q1,"['pancreatism', 'coruscates', 'rebrace', 'sensitiveness', 'planiscopic', 'fractus', 'nichevo', 'decyl', 'hydrotalcite', 'barghests', 'jactura', 'mechanomorphically', 'gobiesociform', 'espagnole', 'insertions', 'exterminatrix', 'lethargised', 'polybunous', 'ungrain', 'reseparated', 'clactonian', 'decyl', 'graperoot', 'carbonify', 'ayegreen', 'curcumas']"
56,ulceromembranous methodized retie afterrake comicotragic korahitic netkeeper korahitic slammock bilinguality azans ontogenies encrimson prickliest schizoids frightfully londonish mobocrat shandies suresh menstruosity ichthyodian felon corgi pedagoguery contributively wilrone,,,,,,,,,,,,January,Q1,"['ulceromembranous', 'methodized', 'retie', 'afterrake', 'comicotragic', 'korahitic', 'netkeeper', 'korahitic', 'slammock', 'bilinguality', 'azans', 'ontogenies', 'encrimson', 'prickliest', 'schizoids', 'frightfully', 'londonish', 'mobocrat', 'shandies', 'suresh', 'menstruosity', 'ichthyodian', 'felon', 'corgi', 'pedagoguery', 'contributively', 'wilrone']"
57,reexplanation datolite fetiparous datolite polyglots intercostobrachial underclutch yeply civilizationally quaysider paraclete doketism recapture hisis acadian chronologically varnpliktige paraclete fetiparous nonfragile constatations gilpy subapparentness porcelainize carlylese,,,,,,,,,,,,January,Q1,"['reexplanation', 'datolite', 'fetiparous', 'datolite', 'polyglots', 'intercostobrachial', 'underclutch', 'yeply', 'civilizationally', 'quaysider', 'paraclete', 'doketism', 'recapture', 'hisis', 'acadian', 'chronologically', 'varnpliktige', 'paraclete', 'fetiparous', 'nonfragile', 'constatations', 'gilpy', 'subapparentness', 'porcelainize', 'carlylese']"
58,noodledom crossfiring resublimated semblably compurgatorial bombidae mountably edictally unwreaked fertilizes menispermin spermatic genial karch visceral unasserted dehiscence spearwood clithridiate advena unstoppered practicably supraoesophageal counteroffer unbashfully,,,,,,,,,,,,January,Q1,"['noodledom', 'crossfiring', 'resublimated', 'semblably', 'compurgatorial', 'bombidae', 'mountably', 'edictally', 'unwreaked', 'fertilizes', 'menispermin', 'spermatic', 'genial', 'karch', 'visceral', 'unasserted', 'dehiscence', 'spearwood', 'clithridiate', 'advena', 'unstoppered', 'practicably', 'supraoesophageal', 'counteroffer', 'unbashfully']"
59,carnalized examinational sophister unlifelike miauler pralltriller yosemite discrepencies floc gigantocyte equisetaceous pommelling phimoses hardish oversleeps fluvanna anteflected promulgator annunciative tutenague naveta fabricant bassarid erinize platysternal plushier jaghire,,,,,,,,,,,,January,Q1,"['carnalized', 'examinational', 'sophister', 'unlifelike', 'miauler', 'pralltriller', 'yosemite', 'discrepencies', 'floc', 'gigantocyte', 'equisetaceous', 'pommelling', 'phimoses', 'hardish', 'oversleeps', 'fluvanna', 'anteflected', 'promulgator', 'annunciative', 'tutenague', 'naveta', 'fabricant', 'bassarid', 'erinize', 'platysternal', 'plushier', 'jaghire']"
60,eolipile spires unelevated lue laryngofissure submariner reinscribing unhaunt nonretentively snuggly mindlessly psittaceously desoxalic homecroft facing onehearted fiumara bemingles arythmias folkmot cubist pentrough dwarfer sputumary puffing superpersonal foredoing genitalial,,,,,,,,,,,,January,Q1,"['eolipile', 'spires', 'unelevated', 'lue', 'laryngofissure', 'submariner', 'reinscribing', 'unhaunt', 'nonretentively', 'snuggly', 'mindlessly', 'psittaceously', 'desoxalic', 'homecroft', 'facing', 'onehearted', 'fiumara', 'bemingles', 'arythmias', 'folkmot', 'cubist', 'pentrough', 'dwarfer', 'sputumary', 'puffing', 'superpersonal', 'foredoing', 'genitalial']"
61,celesta razeing superexist counterermine lobachevskian coolth lacewomen republicanising tentless noncontinuity clansman mayberry conspecifics nonpreferably regenerately cavitied depilating schoolrooms marseillaise saporific gressorious subjected bluggy judaizer symbolize,,,,,,,,,,,,January,Q1,"['celesta', 'razeing', 'superexist', 'counterermine', 'lobachevskian', 'coolth', 'lacewomen', 'republicanising', 'tentless', 'noncontinuity', 'clansman', 'mayberry', 'conspecifics', 'nonpreferably', 'regenerately', 'cavitied', 'depilating', 'schoolrooms', 'marseillaise', 'saporific', 'gressorious', 'subjected', 'bluggy', 'judaizer', 'symbolize']"
62,perimetric regularizing splanchnopleuric halyard za tippee montmartrite kilomole landsmanleit electrepeter syndactylia rabbi nonstatic uncommenced undergage sarcosine agranuloplastic fattens upleaping easels deratting ancylostomiasis linenize adversing phlebarteriodialysis divid,,,,,,,,,,,,January,Q1,"['perimetric', 'regularizing', 'splanchnopleuric', 'halyard', 'za', 'tippee', 'montmartrite', 'kilomole', 'landsmanleit', 'electrepeter', 'syndactylia', 'rabbi', 'nonstatic', 'uncommenced', 'undergage', 'sarcosine', 'agranuloplastic', 'fattens', 'upleaping', 'easels', 'deratting', 'ancylostomiasis', 'linenize', 'adversing', 'phlebarteriodialysis', 'divid']"
63,trellislike cryptogame bylines semigeometrical constructivism underdress macroscopical perceived headwaters traitorling efph symbiosis ilth squeakingly heliced unintroverted underoxidise anticentralism corsaint noncompetency interpolated carbosilicate traitorling fregit,,,,,,,,,,,,January,Q1,"['trellislike', 'cryptogame', 'bylines', 'semigeometrical', 'constructivism', 'underdress', 'macroscopical', 'perceived', 'headwaters', 'traitorling', 'efph', 'symbiosis', 'ilth', 'squeakingly', 'heliced', 'unintroverted', 'underoxidise', 'anticentralism', 'corsaint', 'noncompetency', 'interpolated', 'carbosilicate', 'traitorling', 'fregit']"
64,smidgeon plagiopatagium aletocyte noninflation manifoldly blae silkflower absinth massachuset vouchees cursillo bilirubinuria diruption reattacking subtilising returfer drunkest synthesization semicatalyst silkflower heteroousian overdosed desinence interrelates superformidably,,,,,,,,,,,,January,Q1,"['smidgeon', 'plagiopatagium', 'aletocyte', 'noninflation', 'manifoldly', 'blae', 'silkflower', 'absinth', 'massachuset', 'vouchees', 'cursillo', 'bilirubinuria', 'diruption', 'reattacking', 'subtilising', 'returfer', 'drunkest', 'synthesization', 'semicatalyst', 'silkflower', 'heteroousian', 'overdosed', 'desinence', 'interrelates', 'superformidably']"
65,buggered subcosta litorinidae clotho overmixes skers spindrift heterodontism spergula overmixes panecclesiastical transmutations stomatonecrosis mathematical raptly unguentarium reeky bursectomy blackfire geodynamics ectrosyndactyly intramental panecclesiastical predentata,,,,,,,,,,,,January,Q1,"['buggered', 'subcosta', 'litorinidae', 'clotho', 'overmixes', 'skers', 'spindrift', 'heterodontism', 'spergula', 'overmixes', 'panecclesiastical', 'transmutations', 'stomatonecrosis', 'mathematical', 'raptly', 'unguentarium', 'reeky', 'bursectomy', 'blackfire', 'geodynamics', 'ectrosyndactyly', 'intramental', 'panecclesiastical', 'predentata']"
66,portlily maying concentrating incontrovertibly nonwaiver opalesced upcast shammying graver furrowed bellied shoulders monopteros jee relighten taurophobe urb diptychs ruminantly overdeliberating jee dicrotism rigidification unjewel teetotal munster bolivian dismantles outtrick,,,,,,,,,,,,January,Q1,"['portlily', 'maying', 'concentrating', 'incontrovertibly', 'nonwaiver', 'opalesced', 'upcast', 'shammying', 'graver', 'furrowed', 'bellied', 'shoulders', 'monopteros', 'jee', 'relighten', 'taurophobe', 'urb', 'diptychs', 'ruminantly', 'overdeliberating', 'jee', 'dicrotism', 'rigidification', 'unjewel', 'teetotal', 'munster', 'bolivian', 'dismantles', 'outtrick']"
67,trochantine astatines peculiarize dissolved nonmolecular subimaginal spoored lamaseries meetly voicelessly unpropagable susurrous ascape basinal unurgent xylocarpous novella cataleptoid christens pastryman oxystearic unchurned phthisics regisseurs bour alleyite xylocarpous,,,,,,,,,,,,January,Q1,"['trochantine', 'astatines', 'peculiarize', 'dissolved', 'nonmolecular', 'subimaginal', 'spoored', 'lamaseries', 'meetly', 'voicelessly', 'unpropagable', 'susurrous', 'ascape', 'basinal', 'unurgent', 'xylocarpous', 'novella', 'cataleptoid', 'christens', 'pastryman', 'oxystearic', 'unchurned', 'phthisics', 'regisseurs', 'bour', 'alleyite', 'xylocarpous']"
68,canarium roughslant particulars drupaceae outwrench piaroa overdemandingly adams overcertified bankrolls designed goatly stoneboat subrepent stereoelectric subrepent seniors ared particulars icosteidae incretion stoneboat interplical unson xenoblast cuttlefishes intitulation,,,,,,,,,,,,January,Q1,"['canarium', 'roughslant', 'particulars', 'drupaceae', 'outwrench', 'piaroa', 'overdemandingly', 'adams', 'overcertified', 'bankrolls', 'designed', 'goatly', 'stoneboat', 'subrepent', 'stereoelectric', 'subrepent', 'seniors', 'ared', 'particulars', 'icosteidae', 'incretion', 'stoneboat', 'interplical', 'unson', 'xenoblast', 'cuttlefishes', 'intitulation']"
